"City","Country","Continent","Quality of Life Index","Purchasing Power Index","Safety Index","Healthcare Index","Cost of Living Index","Property Price to Income Ratio","Traffic Commute Time Index","Pollution Index","Climate Index","Year"
Seattle,United States,America,188.21,139.20,55.32,72.51,84.16,6.16,42.99,27.96,91.73,"2019"
Geneva,Switzerland,Europe,187.84,126.36,72.11,69.92,118.87,10.34,24.81,29.44,82.61,"2019"
Portland,United States,America,187.61,123.51,54.77,70.31,74.93,4.93,33.22,27.19,89.56,"2019"
Cork,Ireland,Europe,186.62,100.71,69.84,54.61,72.43,4.48,32.73,18.41,89.78,"2019"
Helsinki,Finland,Europe,186.40,105.32,77.42,73.93,78.33,12.39,32.08,13.01,62.79,"2019"
San Antonio,United States,America,186.37,135.39,53.89,69.24,61.87,2.24,29.19,39.40,80.58,"2019"
Kansas City,United States,America,185.36,135.13,39.77,75.25,68.81,2.08,24.54,33.71,75.08,"2019"
Gothenburg,Sweden,Europe,185.31,112.94,56.49,71.10,71.49,10.65,23.85,18.99,77.49,"2019"
Spokane,United States,America,185.17,121.07,49.35,59.86,65.35,3.18,24.17,18.67,67.12,"2019"
Jacksonville,United States,America,185.15,133.31,41.71,74.83,69.00,2.03,35.19,32.56,87.81,"2019"
Sacramento,United States,America,183.61,131.20,51.41,70.71,77.76,3.71,26.58,42.46,90.64,"2019"
Melbourne,Australia,Oceania,183.33,120.94,55.67,75.18,72.11,9.14,39.22,27.63,94.30,"2019"
Glasgow,United Kingdom,Europe,183.26,110.77,55.14,84.35,64.25,6.05,36.27,30.00,84.78,"2019"
Calgary,Canada,America,183.08,131.66,68.61,76.24,68.40,5.23,32.89,25.35,33.09,"2019"
Tampa,United States,America,182.85,123.80,52.20,66.69,70.46,3.18,36.33,28.93,84.67,"2019"
Oakland,United States,America,182.68,134.28,35.89,80.40,84.24,6.14,32.36,33.78,96.40,"2019"
Stuttgart,Germany,Europe,181.75,121.80,74.78,71.98,66.60,10.05,32.05,41.15,81.07,"2019"
Minneapolis,United States,America,181.51,125.90,51.28,80.03,75.33,3.11,33.38,23.49,49.46,"2019"
The Hague (Den Haag),Netherlands,Europe,181.01,93.16,70.58,78.68,76.41,7.32,42.00,25.89,90.61,"2019"
Boston,United States,America,181.01,121.89,66.79,75.60,82.68,8.48,43.36,25.29,71.73,"2019"
Saint Louis,United States,America,180.96,137.40,32.84,79.39,66.77,2.38,27.50,36.42,74.75,"2019"
Salt Lake City,United States,America,179.53,144.68,74.80,70.19,63.38,3.63,34.72,58.00,66.52,"2019"
Sydney,Australia,Oceania,178.92,120.47,61.46,72.76,78.39,11.02,43.70,31.13,97.07,"2019"
Cincinnati,United States,America,178.51,126.99,48.93,68.50,63.48,2.40,26.61,39.77,73.24,"2019"
Mississauga,Canada,America,178.41,121.14,56.41,68.16,65.05,8.23,30.81,22.41,58.72,"2019"
Rotterdam,Netherlands,Europe,178.32,104.49,63.89,81.30,70.59,6.69,30.35,42.48,87.89,"2019"
Albuquerque,United States,America,178.03,122.06,31.37,72.22,64.20,3.05,26.44,22.54,67.06,"2019"
Valencia,Spain,Europe,178.01,86.91,69.84,82.10,54.06,7.66,27.10,43.76,93.84,"2019"
Hamburg,Germany,Europe,177.64,108.24,53.39,78.98,72.84,9.76,31.36,28.20,82.75,"2019"
Nashville,United States,America,177.50,134.42,52.04,62.05,67.50,3.09,35.71,40.64,83.02,"2019"
Cologne,Germany,Europe,177.21,125.17,58.71,76.91,67.19,9.21,37.95,39.53,84.85,"2019"
Bristol,United Kingdom,Europe,176.87,111.48,60.41,73.24,69.07,8.16,27.91,41.55,88.51,"2019"
San Francisco,United States,America,175.88,134.05,51.03,71.19,91.67,9.26,44.56,35.15,97.26,"2019"
Tallinn,Estonia,Europe,175.51,75.29,79.48,70.65,52.80,9.65,28.56,22.23,64.28,"2019"
Tucson,United States,America,175.03,115.99,48.47,59.18,67.99,2.62,32.16,27.00,72.66,"2019"
Leeds,United Kingdom,Europe,175.02,113.13,57.38,83.89,65.10,6.80,32.13,46.94,84.59,"2019"
Kelowna,Canada,America,174.26,105.57,51.81,71.30,66.99,5.36,29.30,23.34,59.65,"2019"
Dubai,United Arab Emirates,Asia,174.04,133.54,82.96,66.51,55.09,3.85,39.72,52.50,50.27,"2019"
Amsterdam,Netherlands,Europe,173.29,96.16,65.52,70.74,80.88,11.31,30.93,30.77,87.45,"2019"
Frankfurt,Germany,Europe,172.95,119.06,55.88,72.39,70.81,11.07,27.46,41.88,84.72,"2019"
Edmonton,Canada,America,172.90,119.88,58.28,78.08,65.23,4.44,30.59,29.80,32.11,"2019"
Orlando,United States,America,172.42,115.68,44.49,65.30,69.38,2.96,37.08,34.29,87.23,"2019"
Abu Dhabi,United Arab Emirates,Asia,172.29,106.60,89.03,68.74,62.64,5.78,26.53,47.52,43.89,"2019"
Halifax,Canada,America,172.05,96.73,57.89,71.09,68.86,6.11,28.86,24.38,58.99,"2019"
Auckland,New Zealand,Oceania,171.51,96.88,54.00,74.91,76.98,11.81,37.84,28.62,99.89,"2019"
Vancouver,Canada,America,171.25,91.45,63.71,73.76,67.88,16.18,37.32,23.17,91.15,"2019"
Ljubljana,Slovenia,Europe,171.22,72.81,77.24,63.55,54.94,13.38,25.40,24.13,77.14,"2019"
Tokyo,Japan,Asia,171.18,102.66,83.49,80.65,88.45,13.39,40.61,44.65,85.26,"2019"
Pittsburgh,United States,America,171.14,109.13,63.99,74.87,74.79,2.21,39.50,43.59,72.13,"2019"
Houston,United States,America,171.00,146.52,39.09,72.27,63.62,2.20,42.21,52.36,85.53,"2019"
Atlanta,United States,America,169.90,145.47,36.37,64.21,72.26,2.93,44.22,44.70,89.73,"2019"
Denver,United States,America,169.82,126.76,57.85,70.96,70.72,4.79,35.21,41.23,56.28,"2019"
Gent,Belgium,Europe,168.62,90.10,75.08,83.72,73.71,9.04,43.13,45.07,88.72,"2019"
Muscat,Oman,Asia,168.09,88.69,75.47,58.96,48.92,10.54,18.61,39.54,67.22,"2019"
Baltimore,United States,America,167.98,125.36,28.75,80.29,75.24,2.59,32.74,43.88,81.24,"2019"
Mangalore,India,Asia,167.93,69.57,74.58,78.31,23.25,14.16,32.20,27.21,66.65,"2019"
Hamilton,Canada,America,167.55,125.58,52.83,82.51,59.71,6.22,35.81,48.53,61.06,"2019"
Doha,Qatar,Asia,167.25,135.96,87.83,72.29,58.90,5.69,31.66,66.84,36.03,"2019"
Indianapolis,United States,America,166.91,116.83,44.83,68.96,67.05,2.26,30.83,43.11,69.92,"2019"
Berlin,Germany,Europe,166.80,104.74,60.19,70.27,68.62,10.53,33.21,40.63,83.35,"2019"
Washington,United States,America,166.58,126.08,42.72,71.58,91.99,4.85,41.63,39.26,81.62,"2019"
Oslo,Norway,Europe,166.49,100.91,61.61,73.43,101.90,10.91,33.48,24.32,59.99,"2019"
Stockholm,Sweden,Europe,166.45,104.00,52.82,68.13,78.75,14.42,37.16,16.73,69.67,"2019"
Gdansk,Poland,Europe,164.78,72.35,68.23,60.51,41.65,10.35,28.17,28.58,75.51,"2019"
Brno,Czech Republic,Europe,164.58,75.19,73.26,76.22,46.00,11.45,24.99,45.20,78.17,"2019"
Bursa,Turkey,Asia,164.45,43.84,76.42,79.35,36.02,5.84,35.23,40.65,93.39,"2019"
Montreal,Canada,America,164.39,107.95,68.15,62.49,62.47,7.16,41.17,32.00,52.37,"2019"
Honolulu,United States,America,164.22,101.03,56.22,69.92,95.67,8.66,42.52,36.85,95.33,"2019"
Zagreb,Croatia,Europe,162.04,64.64,75.68,65.50,51.12,11.49,33.75,32.48,81.82,"2019"
Chicago,United States,America,161.24,133.36,35.36,68.37,77.75,3.54,40.99,41.03,66.11,"2019"
Phoenix,United States,America,159.55,143.14,46.51,66.79,65.88,2.80,30.51,61.42,53.76,"2019"
Limassol,Cyprus,Asia,159.43,80.00,68.28,49.66,58.16,8.19,17.06,53.94,95.74,"2019"
Prague,Czech Republic,Europe,159.16,73.39,74.05,73.10,48.40,17.69,33.46,36.13,80.67,"2019"
Milwaukee,United States,America,158.89,102.27,34.71,66.46,70.22,2.95,30.20,31.80,60.96,"2019"
Vilnius,Lithuania,Europe,158.85,60.43,70.82,66.75,48.26,13.24,28.37,26.05,66.59,"2019"
Las Vegas,United States,America,158.08,133.59,44.30,54.41,67.81,2.78,28.19,52.12,57.40,"2019"
Antwerp,Belgium,Europe,157.90,94.55,64.93,77.22,72.18,6.01,36.67,60.27,85.42,"2019"
Birmingham,United Kingdom,Europe,157.35,96.21,44.32,73.74,63.07,7.97,36.29,44.40,87.66,"2019"
Singapore,Singapore,Asia,156.91,103.77,78.53,70.30,69.79,21.56,42.15,32.29,57.45,"2019"
Philadelphia,United States,America,156.51,118.48,41.91,72.54,80.19,3.31,41.92,51.82,77.98,"2019"
Porto,Portugal,Europe,155.43,53.20,58.54,73.75,50.98,12.81,28.69,36.85,96.61,"2019"
Cluj-Napoca,Romania,Europe,155.06,54.22,78.84,65.44,37.81,13.49,27.20,39.21,74.35,"2019"
Tel Aviv-Yafo,Israel,Asia,153.09,86.31,68.99,72.60,78.46,20.43,37.74,43.66,93.88,"2019"
Miami,United States,America,151.75,86.92,47.09,64.04,80.45,5.91,43.02,37.91,85.69,"2019"
Nizhny Novgorod,Russia,Europe,151.74,39.18,75.71,83.88,38.57,11.86,26.32,32.45,45.51,"2019"
Toronto,Canada,America,151.16,87.38,64.37,74.84,80.68,13.07,42.53,37.94,65.35,"2019"
Brussels,Belgium,Europe,150.85,96.71,50.60,78.16,75.45,6.91,32.43,62.51,83.85,"2019"
Madrid,Spain,Europe,150.74,79.59,64.85,78.58,60.48,12.26,35.24,56.28,85.47,"2019"
Los Angeles,United States,America,150.65,113.47,52.87,65.87,78.20,7.72,47.16,60.35,95.50,"2019"
Regina,Canada,America,150.64,107.97,44.18,67.16,65.69,4.66,18.15,38.94,14.28,"2019"
Riyadh,Saudi Arabia,Asia,150.49,113.49,70.52,64.25,49.42,3.18,30.13,71.23,44.45,"2019"
Poznan,Poland,Europe,149.89,65.78,73.45,63.94,39.58,10.46,31.00,51.92,77.41,"2019"
Bratislava,Slovakia,Europe,149.82,70.00,69.72,58.37,48.40,12.40,30.38,46.29,80.72,"2019"
Lisbon,Portugal,Europe,149.54,51.16,69.22,70.76,53.67,18.00,35.45,38.41,98.59,"2019"
Haifa,Israel,Asia,148.51,91.12,67.46,74.59,73.82,11.16,30.33,73.48,93.57,"2019"
Winnipeg,Canada,America,147.68,107.75,44.61,68.47,60.44,4.91,32.36,39.30,24.67,"2019"
Manchester,United Kingdom,Europe,147.53,96.52,44.19,77.70,67.68,9.09,40.57,55.62,86.95,"2019"
Dublin,Ireland,Europe,146.98,90.73,49.55,49.67,77.39,10.57,38.06,37.87,85.89,"2019"
Cape Town,South Africa,Africa,146.52,73.90,29.94,71.62,43.17,8.40,44.40,36.70,98.19,"2019"
Seoul,South Korea,Asia,146.19,96.41,65.51,84.01,82.78,20.67,42.15,47.26,68.39,"2019"
Manama,Bahrain,Asia,145.76,70.89,74.51,64.37,55.95,8.25,29.71,57.50,64.31,"2019"
Timisoara,Romania,Europe,144.87,53.69,74.82,64.19,37.26,11.40,25.73,58.57,82.05,"2019"
Warsaw,Poland,Europe,144.58,73.97,73.41,62.64,42.64,12.14,36.31,55.62,74.61,"2019"
Riga,Latvia,Europe,143.82,55.47,62.62,58.30,50.37,9.84,32.69,40.01,74.70,"2019"
Islamabad,Pakistan,Asia,143.60,46.21,67.12,64.10,23.14,9.45,30.88,48.80,76.91,"2019"
Minsk,Belarus,Europe,143.39,45.98,77.01,60.11,33.40,14.10,28.62,40.88,64.37,"2019"
Brasilia,Brazil,America,143.16,63.18,36.25,49.14,47.05,11.62,29.66,32.60,98.97,"2019"
Jeddah (Jiddah),Saudi Arabia,Asia,143.15,102.74,61.98,55.97,49.58,3.33,33.20,72.73,66.17,"2019"
Durban,South Africa,Africa,142.35,87.84,20.23,51.43,39.96,3.27,27.62,51.40,95.61,"2019"
Nicosia,Cyprus,Asia,142.27,60.65,70.67,49.65,64.65,7.98,21.94,60.66,86.01,"2019"
Barcelona,Spain,Europe,141.85,76.02,57.25,75.36,60.20,13.81,31.03,65.83,95.73,"2019"
San Juan,Puerto Rico,America,141.26,101.61,30.44,60.33,66.46,3.78,38.42,49.28,71.25,"2019"
Wroclaw,Poland,Europe,141.01,67.54,70.04,61.85,41.02,10.20,33.20,61.49,78.39,"2019"
Izmir,Turkey,Asia,140.65,43.44,72.47,71.92,35.24,9.12,39.22,62.65,96.88,"2019"
Taipei,Taiwan,Asia,139.63,57.09,84.14,85.38,63.09,32.23,31.50,49.90,84.38,"2019"
New York,United States,America,138.86,100.00,55.78,63.49,100.00,11.66,42.53,57.08,79.66,"2019"
Varna,Bulgaria,Europe,137.25,48.85,68.24,60.89,38.52,8.96,30.28,61.76,85.08,"2019"
Curitiba,Brazil,America,134.85,38.68,35.58,64.25,40.63,14.31,31.14,35.05,99.60,"2019"
Iasi,Romania,Europe,134.81,53.58,74.56,57.98,36.08,10.84,33.44,60.41,73.04,"2019"
Krakow (Cracow),Poland,Europe,134.79,69.33,71.16,62.38,40.43,11.75,30.69,70.43,73.86,"2019"
Detroit,United States,America,133.44,100.19,28.16,63.75,60.04,1.72,47.43,55.17,66.03,"2019"
Novi Sad,Serbia,Europe,133.07,45.24,57.70,46.74,34.76,16.41,18.16,47.41,84.02,"2019"
Pretoria,South Africa,Africa,132.37,78.18,19.61,67.42,46.98,2.71,41.96,58.84,95.83,"2019"
Thessaloniki,Greece,Europe,131.87,47.68,65.05,56.19,56.49,10.74,26.19,63.27,88.39,"2019"
Ankara,Turkey,Asia,130.16,49.39,58.65,66.99,34.29,6.91,36.32,71.58,91.49,"2019"
Monterrey,Mexico,America,130.02,65.93,48.63,63.13,34.98,6.86,31.30,70.05,80.37,"2019"
Turin,Italy,Europe,129.74,79.05,42.69,67.22,68.64,9.02,30.31,71.44,85.66,"2019"
Johannesburg,South Africa,Africa,129.37,89.95,19.71,58.96,45.76,3.55,42.31,61.84,91.38,"2019"
Montevideo,Uruguay,America,128.79,53.54,44.88,64.95,56.67,12.88,40.00,52.76,98.04,"2019"
Hyderabad,India,Asia,128.79,67.71,65.08,67.46,24.00,7.70,41.96,76.88,73.54,"2019"
Bangalore,India,Asia,128.65,88.26,54.25,68.55,27.88,8.15,50.61,82.13,89.39,"2019"
Pune,India,Asia,127.65,74.97,62.09,68.18,27.40,11.37,43.05,74.69,74.32,"2019"
Coimbatore,India,Asia,127.62,53.91,64.86,70.26,22.31,10.52,51.95,62.69,78.10,"2019"
Milan,Italy,Europe,127.59,68.87,55.58,71.06,72.64,17.28,37.39,63.46,88.12,"2019"
Sofia,Bulgaria,Europe,127.34,61.30,55.71,54.15,40.17,8.87,30.16,66.10,76.01,"2019"
Athens,Greece,Europe,126.58,50.25,51.89,54.39,58.31,10.30,35.95,58.25,95.18,"2019"
Campinas,Brazil,America,126.21,47.43,32.83,61.57,46.77,11.90,34.06,49.73,98.87,"2019"
Budapest,Hungary,Europe,126.07,57.54,63.49,46.68,45.56,14.83,37.90,52.74,78.41,"2019"
London,United Kingdom,Europe,125.67,92.76,48.52,67.85,81.40,20.83,47.03,59.65,88.25,"2019"
Paris,France,Europe,125.09,89.27,47.98,74.82,84.27,19.12,42.64,67.71,88.39,"2019"
Medellin,Colombia,America,122.75,35.97,53.92,76.71,30.53,16.83,38.16,65.36,99.76,"2019"
Quito,Ecuador,America,122.49,43.73,46.72,69.51,46.52,11.56,39.96,64.44,98.97,"2019"
Yerevan,Armenia,Asia,122.13,33.68,77.63,47.89,32.63,14.98,27.88,57.42,63.42,"2019"
Bucharest,Romania,Europe,120.77,57.53,72.26,53.69,39.60,11.08,41.53,73.87,75.61,"2019"
Guadalajara,Mexico,America,120.33,48.77,42.07,78.18,32.94,11.94,40.34,70.52,92.83,"2019"
Ahmedabad,India,Asia,119.59,59.11,63.27,68.70,24.06,8.27,39.48,73.76,49.27,"2019"
Gurgaon,India,Asia,118.57,104.00,38.66,72.34,30.85,7.78,39.37,91.06,59.87,"2019"
Tbilisi,Georgia,Asia,117.95,34.58,80.24,52.67,28.47,12.89,36.09,77.04,84.20,"2019"
Santiago,Chile,America,116.18,52.15,49.54,66.80,50.62,14.45,38.53,71.19,90.21,"2019"
Lviv,Ukraine,Europe,115.36,31.68,61.56,56.27,26.93,16.02,35.69,55.88,69.61,"2019"
San Jose,Costa Rica,America,115.10,46.97,43.44,63.15,54.50,8.16,67.34,54.81,99.48,"2019"
Amman,Jordan,Asia,113.80,40.96,58.40,66.78,56.76,8.02,44.21,78.56,89.05,"2019"
Panama City,Panama,America,112.69,41.08,54.30,59.51,54.57,11.73,35.97,63.20,67.84,"2019"
Buenos Aires,Argentina,America,112.47,53.49,37.13,69.18,35.30,23.81,48.51,54.50,98.28,"2019"
Belgrade,Serbia,Europe,112.44,38.01,62.75,54.78,39.30,22.21,34.73,60.90,84.14,"2019"
Porto Alegre,Brazil,America,111.77,40.95,21.96,61.13,42.38,13.34,32.54,58.64,98.68,"2019"
Guatemala City,Guatemala,America,111.76,43.45,39.58,64.38,42.89,10.91,47.82,68.02,99.89,"2019"
Saint Petersburg,Russia,Europe,111.59,52.08,60.11,58.67,37.22,14.17,48.54,61.22,60.64,"2019"
Istanbul,Turkey,Asia,111.44,42.03,51.01,67.87,37.66,12.49,52.57,69.73,93.02,"2019"
Kuala Lumpur,Malaysia,Asia,110.13,76.11,32.98,65.01,41.81,11.41,40.09,69.03,56.55,"2019"
Rome,Italy,Europe,110.01,64.52,46.99,59.63,69.84,19.80,46.29,66.67,93.70,"2019"
Sarajevo,Bosnia And Herzegovina,Europe,108.09,45.32,48.90,51.36,39.11,14.05,28.69,73.18,78.18,"2019"
Belo Horizonte,Brazil,America,107.78,35.19,34.02,59.22,43.53,16.89,45.47,53.76,98.50,"2019"
Chennai,India,Asia,107.52,62.95,58.85,70.76,24.97,15.60,45.79,78.22,53.22,"2019"
Beirut,Lebanon,Asia,105.60,49.12,54.94,68.81,60.41,15.14,38.23,90.47,94.74,"2019"
Skopje,North Macedonia,Europe,105.46,40.38,55.19,58.89,34.38,14.65,28.22,82.62,76.30,"2019"
Moscow,Russia,Europe,105.39,61.74,58.49,57.79,41.46,18.41,53.68,61.32,55.83,"2019"
Kiev (Kyiv),Ukraine,Europe,104.51,39.00,52.00,53.86,30.27,14.28,39.66,67.21,69.95,"2019"
Odessa (Odesa),Ukraine,Europe,102.76,31.42,47.43,53.89,29.25,15.58,36.81,66.75,79.00,"2019"
Davao,Philippines,Asia,102.71,23.17,71.25,71.86,34.82,31.84,27.61,61.99,58.57,"2019"
Kharkiv,Ukraine,Europe,101.99,30.83,55.42,44.49,27.34,13.38,38.09,63.71,65.35,"2019"
Hong Kong,Hong Kong,Asia,100.90,69.34,80.68,67.35,78.14,49.42,41.00,66.39,83.64,"2019"
Baku,Azerbaijan,Asia,99.58,31.58,70.56,36.87,29.69,18.16,38.66,79.63,91.40,"2019"
Lahore,Pakistan,Asia,98.49,36.38,57.94,64.80,23.54,17.97,41.24,78.78,67.56,"2019"
Yekaterinburg,Russia,Europe,96.75,48.00,51.57,62.74,34.33,11.19,33.24,73.80,21.33,"2019"
Hanoi,Vietnam,Asia,96.73,39.09,56.87,51.89,38.93,16.86,25.31,91.56,79.04,"2019"
Dnipro,Ukraine,Europe,94.31,34.84,44.94,48.71,28.72,11.14,32.25,81.93,69.52,"2019"
Bangkok,Thailand,Asia,93.80,41.15,54.25,78.52,55.25,22.94,45.92,73.85,58.39,"2019"
Bogota,Colombia,America,93.48,30.49,39.10,65.38,32.48,23.97,47.76,68.55,97.12,"2019"
Kolkata,India,Asia,93.42,55.02,49.31,58.51,24.72,11.03,61.06,79.37,60.90,"2019"
Mexico City,Mexico,America,92.82,49.76,31.83,64.25,35.30,15.60,50.68,82.53,92.37,"2019"
Novosibirsk,Russia,Europe,90.00,46.05,55.05,59.15,32.10,10.84,45.57,72.23,16.14,"2019"
Colombo,Sri Lanka,Asia,89.18,26.24,60.73,71.23,32.31,29.61,58.20,56.92,59.11,"2019"
Almaty,Kazakhstan,Asia,87.69,40.18,27.18,51.10,30.19,12.42,30.57,76.69,58.30,"2019"
Delhi,India,Asia,83.16,61.15,40.36,66.78,28.00,15.80,55.97,91.88,58.90,"2019"
Karachi,Pakistan,Asia,82.06,33.20,41.57,58.70,21.58,16.85,39.12,91.04,71.32,"2019"
Lima,Peru,America,81.87,37.25,31.46,55.55,39.82,16.64,51.84,85.51,97.69,"2019"
Sao Paulo,Brazil,America,78.76,39.40,28.15,55.09,46.73,20.62,51.42,82.67,99.04,"2019"
Kathmandu,Nepal,Asia,78.69,25.32,64.89,55.51,31.19,29.22,41.79,95.60,92.64,"2019"
Cairo,Egypt,Africa,76.45,24.72,47.60,42.91,27.87,12.75,51.72,93.73,88.45,"2019"
Tehran,Iran,Asia,75.30,34.47,45.99,51.52,39.63,19.22,53.51,83.72,70.99,"2019"
Mumbai,India,Asia,74.73,54.40,57.24,67.85,29.03,39.27,57.25,83.72,71.48,"2019"
Shanghai,China,Asia,73.33,63.51,48.37,61.20,50.29,45.10,49.75,80.43,83.64,"2019"
Ho Chi Minh City,Vietnam,Asia,72.64,29.87,43.78,55.48,38.39,22.92,31.29,93.21,63.44,"2019"
Nairobi,Kenya,Africa,72.26,27.67,42.53,57.52,42.05,32.32,56.73,77.17,99.79,"2019"
Jakarta,Indonesia,Asia,71.32,27.50,46.62,58.95,41.52,21.24,55.91,81.71,63.76,"2019"
Rio de Janeiro,Brazil,America,70.38,35.61,22.02,42.72,46.49,23.58,52.55,70.29,88.22,"2019"
Manila,Philippines,Asia,67.42,38.84,40.57,60.47,38.92,19.72,56.44,91.75,61.23,"2019"
Beijing,China,Asia,65.11,70.73,47.21,63.29,43.71,45.30,45.00,88.71,57.64,"2019"
Dhaka,Bangladesh,Asia,60.46,38.45,32.91,37.92,33.91,13.23,63.25,93.08,71.29,"2019"
Lagos,Nigeria,Africa,51.31,14.44,35.78,53.02,34.84,17.23,73.88,84.24,60.75,"2019"
Caracas,Venezuela,America,0.00,3.86,16.90,41.10,25.01,143.21,40.32,73.51,99.93,"2019"
Canberra,Australia,Oceania,221.32,139.38,78.82,83.87,80.90,6.23,22.65,13.89,82.58,"2018"
Wellington,New Zealand,Oceania,208.39,118.59,70.08,71.42,80.87,5.87,26.63,11.86,97.60,"2018"
Raleigh,United States,America,208.38,131.99,71.88,78.23,71.40,2.95,31.54,20.50,83.66,"2018"
Eindhoven,Netherlands,Europe,208.04,119.87,75.68,86.76,78.72,5.23,27.94,20.74,85.33,"2018"
Zurich,Switzerland,Europe,202.37,142.70,80.99,74.74,141.25,9.87,35.59,16.05,82.16,"2018"
Ottawa,Canada,America,201.27,145.32,76.05,72.85,69.91,5.02,35.48,13.65,44.46,"2018"
Brisbane,Australia,Oceania,198.29,130.41,65.13,80.71,82.17,6.81,41.88,23.08,97.91,"2018"
San Diego,United States,America,197.12,142.72,66.05,73.71,77.01,5.22,39.09,33.53,96.99,"2018"
Victoria,Canada,America,197.09,112.52,67.08,68.18,75.47,6.54,32.07,14.17,92.52,"2018"
Luxembourg,Luxembourg,Europe,195.15,127.42,71.36,79.04,95.37,10.31,34.88,20.11,82.75,"2018"
San Antonio,United States,America,194.82,154.92,52.67,73.58,60.92,1.92,29.70,41.42,82.67,"2018"
Munich,Germany,Europe,194.65,118.19,82.55,83.85,84.78,14.97,33.24,18.71,75.31,"2018"
Edinburgh,United Kingdom,Europe,194.28,104.25,68.60,80.78,79.20,8.24,24.77,20.23,84.01,"2018"
Adelaide,Australia,Oceania,193.68,113.86,65.74,72.47,86.02,5.51,34.28,21.14,94.86,"2018"
Austin,United States,America,193.27,140.39,65.38,74.63,72.46,4.00,38.64,33.61,82.65,"2018"
Copenhagen,Denmark,Europe,192.90,113.31,78.43,73.81,97.62,8.37,30.76,23.40,83.84,"2018"
Columbus,United States,America,191.30,125.47,54.90,70.19,69.13,2.40,25.63,24.38,71.93,"2018"
Dallas,United States,America,191.08,162.37,54.83,67.12,65.94,2.44,37.61,41.84,82.78,"2018"
Perth,Australia,Oceania,190.00,130.38,56.07,75.76,86.24,6.24,38.97,26.87,95.29,"2018"
Geneva,Switzerland,Europe,189.65,130.96,73.53,70.15,134.83,10.23,24.05,28.69,81.89,"2018"
Cork,Ireland,Europe,189.09,105.57,70.81,60.51,82.89,6.28,35.47,15.87,90.41,"2018"
Vienna,Austria,Europe,188.60,98.88,77.38,77.96,78.64,14.08,26.03,18.97,80.35,"2018"
Portland,United States,America,188.07,125.57,55.59,66.35,78.45,5.06,31.42,26.60,89.56,"2018"
Seattle,United States,America,187.86,144.60,56.29,70.81,88.04,4.96,44.78,31.30,91.69,"2018"
Sacramento,United States,America,187.76,135.14,52.19,73.97,78.75,3.64,24.76,42.44,90.64,"2018"
Mangalore,India,Asia,187.68,94.53,75.32,78.05,25.46,5.58,33.61,24.90,67.56,"2018"
Helsinki,Finland,Europe,186.75,113.87,75.58,75.15,87.77,10.99,36.00,13.99,61.33,"2018"
Minneapolis,United States,America,186.38,131.08,50.88,81.01,81.46,2.92,33.00,20.22,51.46,"2018"
Tucson,United States,America,186.00,138.07,47.38,59.27,63.00,2.34,33.13,23.45,72.66,"2018"
Melbourne,Australia,Oceania,185.84,127.15,57.64,74.94,85.15,9.03,38.41,27.79,94.38,"2018"
Calgary,Canada,America,185.67,146.39,67.60,73.46,76.44,4.45,36.89,25.01,33.41,"2018"
Cincinnati,United States,America,184.35,136.92,51.76,71.23,69.13,2.08,33.13,35.48,73.24,"2018"
Reykjavik,Iceland,Europe,184.06,88.95,78.22,66.28,123.78,6.95,23.52,13.86,69.55,"2018"
Gothenburg,Sweden,Europe,183.85,112.10,58.13,68.79,84.38,10.67,20.94,20.23,76.48,"2018"
Frankfurt,Germany,Europe,183.57,142.76,54.46,68.94,81.65,7.85,26.66,40.58,84.18,"2018"
Amsterdam,Netherlands,Europe,179.20,101.70,66.33,72.41,89.14,9.89,27.58,30.10,87.17,"2018"
Salt Lake City,United States,America,178.86,148.60,73.79,69.55,66.76,3.52,36.07,59.03,66.87,"2018"
Sydney,Australia,Oceania,178.60,118.81,61.76,74.65,90.77,11.14,43.39,30.10,96.95,"2018"
Rotterdam,Netherlands,Europe,177.83,102.03,63.64,81.44,82.64,6.16,30.07,40.89,88.02,"2018"
Albuquerque,United States,America,177.22,123.57,31.94,68.23,65.73,2.73,29.74,20.70,67.51,"2018"
Hamburg,Germany,Europe,176.03,116.06,48.89,79.20,80.75,8.79,32.96,31.37,83.21,"2018"
Muscat,Oman,Asia,175.31,103.55,72.07,60.30,51.20,4.55,20.16,43.39,67.22,"2018"
Abu Dhabi,United Arab Emirates,Asia,175.14,131.24,86.37,62.03,64.97,5.00,28.67,51.23,43.89,"2018"
San Jose,United States,America,174.79,134.82,53.39,70.41,82.87,6.74,33.12,51.12,95.02,"2018"
Leeds,United Kingdom,Europe,174.67,109.59,59.45,80.85,74.92,6.21,32.25,44.57,84.92,"2018"
Edmonton,Canada,America,174.39,131.93,58.28,76.02,76.01,4.26,35.00,26.13,26.58,"2018"
Orlando,United States,America,173.79,129.02,43.30,61.80,76.63,2.63,38.03,36.54,88.44,"2018"
Valencia,Spain,Europe,172.70,90.71,57.85,83.44,60.33,7.07,32.00,42.37,94.37,"2018"
Bursa,Turkey,Asia,172.70,55.63,80.27,81.93,40.26,5.87,36.78,37.58,92.64,"2018"
Berlin,Germany,Europe,172.32,114.09,59.03,75.30,74.32,9.60,32.31,41.32,83.35,"2018"
Denver,United States,America,171.63,130.10,62.22,70.38,77.31,4.44,37.43,41.63,56.89,"2018"
Boston,United States,America,170.98,101.35,67.14,76.95,87.05,10.33,45.83,23.96,72.03,"2018"
